opcode_sequence,label
cmp mov pop call call sub mov call and cmp ret or cmp mov jmp push call,0
jmp or sub mov lea ret and or call cmp ret jmp or lea push jmp mov nop,1
nop xor jmp ret sub nop,1
and mov pop and push ret jmp ret or push nop sub call pop add,1
cmp sub sub pop add push ret pop,1
xor call xor pop pop ret sub and add or add lea sub nop ret cmp call cmp call,0
ret ret ret mov cmp pop jmp add lea,0
or jmp call or call lea call and,1
add cmp lea or jmp ret push sub xor or cmp push,0
ret jmp add push jmp jmp add and xor call cmp mov or jmp nop sub nop and lea,0
xor sub cmp pop ret sub jmp push nop call lea,1
sub ret lea lea call xor jmp lea and pop or jmp add sub ret or pop cmp ret cmp,0
push lea add add add push pop and add xor jmp ret,1
ret pop lea cmp push ret cmp and add and nop pop or and and lea xor,1
or and lea add ret pop mov lea ret ret ret xor call or cmp push,1
add cmp ret ret or cmp cmp,1
ret xor push and ret pop,1
and nop lea xor ret nop ret lea cmp call sub ret pop and lea,1
lea or nop cmp nop lea or lea mov cmp and or add push push and jmp,0
nop jmp sub ret and jmp or mov xor nop and xor push cmp cmp cmp ret cmp and mov,0
pop cmp jmp nop push add and xor call,0
call add or xor lea and ret jmp or mov call,0
lea nop push pop call pop sub pop pop sub pop,0
nop and push cmp pop xor cmp cmp pop and cmp push call and add sub call cmp pop xor,0
lea pop mov xor xor cmp call or lea or mov mov jmp xor cmp,0
lea sub pop add lea push ret cmp jmp or lea,1
lea push or call push nop jmp pop or lea ret xor sub lea and call add and push,0
cmp nop push call ret mov sub and pop add xor call add ret pop mov pop,1
ret ret mov ret push add ret add pop sub mov mov push cmp,0
and nop add lea jmp add add cmp nop mov nop ret cmp nop,0
and ret nop push lea and,0
or call nop ret or call and lea lea,0
and cmp and xor pop call,0
xor add push add xor and sub lea mov call ret and lea lea and nop sub,0
push mov ret ret nop ret lea lea nop xor nop pop add nop sub lea pop nop xor,0
sub mov or or ret and sub or,0
mov pop xor xor and jmp push ret,0
jmp jmp mov nop xor nop call lea sub add add,0
and lea push or call ret add mov nop push nop jmp,0
and xor jmp call lea pop cmp cmp nop nop xor cmp jmp lea,0
ret or add cmp lea lea jmp nop jmp call add or or,1
or pop pop add nop mov push cmp push call and mov jmp lea nop lea,0
xor call ret lea call or nop lea call mov,0
or or lea sub or add and or pop cmp and lea lea call lea or,0
call cmp sub cmp add call,1
add push pop sub xor ret lea nop nop xor pop,1
jmp pop add lea nop call jmp xor jmp add cmp call pop cmp,1
jmp add ret lea nop push xor push and mov,1
add nop and add nop ret cmp or sub,0
lea call xor and add push call lea pop add push lea cmp pop mov add,0
xor cmp or lea xor jmp cmp mov push ret pop pop and add cmp xor pop ret mov,0
pop or cmp ret sub pop nop sub and add xor jmp jmp lea and jmp add,0
push ret nop sub lea add pop ret jmp or pop mov jmp cmp lea cmp jmp call,0
ret sub lea nop ret nop cmp ret call and call ret call nop add nop cmp sub add cmp,0
ret xor and call xor and mov push pop cmp,0
add sub pop call sub push,1
push pop call xor xor push xor jmp jmp push lea add push cmp lea sub push,1
sub xor call push or sub push and,1
call lea push call nop mov sub pop cmp and,0
and jmp add ret ret ret,0
ret sub and jmp cmp cmp or pop add sub nop jmp cmp push call nop pop push nop,0
sub add push ret ret and nop push pop cmp nop call pop xor nop,0
sub nop cmp ret jmp call nop push call or ret nop or lea pop or and,0
call and sub push nop and cmp call call xor,0
ret add xor sub jmp jmp or mov ret or nop call,0
add pop call cmp ret or xor push add xor and nop ret and or cmp call or,0
cmp pop add cmp sub call,1
lea pop add nop jmp jmp cmp push ret ret or,1
jmp mov push lea cmp push pop sub cmp sub cmp call nop mov add or nop xor,1
nop mov xor jmp call mov or sub,1
call pop jmp xor xor add mov nop sub cmp mov lea pop and xor xor and lea,0
pop sub lea nop xor push mov mov push and and push lea call,0
pop call cmp pop call xor pop sub and or mov add sub add lea mov call,0
mov sub and lea mov nop mov and or sub mov xor mov sub,1
or mov ret call mov and,0
lea cmp and call add add xor add call mov cmp,0
xor nop pop call sub pop pop cmp pop or push xor push nop sub,1
xor lea xor cmp cmp xor or or mov add push ret add add nop mov,0
jmp ret lea push call push nop jmp ret push mov or mov call call lea ret lea,1
nop call sub xor and jmp,1
cmp jmp cmp ret cmp xor ret cmp push jmp jmp call,0
push xor ret xor sub jmp nop nop add add cmp lea push nop nop,1
add cmp xor and mov push add ret,1
pop call jmp xor push jmp or push call jmp mov pop ret call or jmp,1
sub nop xor push xor call jmp xor,1
add cmp lea pop jmp cmp,1
add pop push pop mov ret lea sub or xor jmp or nop or push,0
or mov add call jmp xor ret mov,0
add or push and and lea sub or ret call,1
add nop nop sub and xor call or cmp xor xor mov cmp xor ret add lea sub sub,0
jmp call and nop xor nop jmp nop mov and ret pop nop nop and add mov,0
mov sub sub push mov ret,0
nop or lea push cmp nop mov jmp lea jmp sub ret or or push,1
and xor ret or sub sub add and or and call,1
push push jmp mov and cmp jmp push,0
mov xor lea jmp or xor lea,1
jmp ret and cmp lea add lea jmp call cmp lea ret cmp ret,1
jmp sub call jmp cmp lea pop add and or jmp,1
sub mov push cmp ret and sub lea add lea call call pop,1
cmp add sub push mov cmp pop lea pop or,1
add mov ret ret pop mov mov call push cmp jmp call jmp ret and cmp and call xor,0
cmp ret or sub jmp sub or sub and mov,1
call and and ret nop or add ret or ret add,0
pop nop jmp lea xor and sub or mov lea lea nop lea jmp pop,1
mov cmp add add ret xor ret xor push pop pop pop and nop mov mov,0
ret lea ret cmp push lea nop ret,1
or lea push pop mov pop xor or pop or nop xor call pop or pop lea,0
sub xor nop lea ret lea or cmp pop sub,0
cmp sub lea xor mov add mov sub add nop cmp push mov,0
ret add nop or pop sub nop call sub ret jmp or push push or,0
and mov pop add ret and add or xor,1
ret add pop lea add add jmp add mov ret nop cmp and and and mov pop nop sub nop,0
pop cmp xor or lea cmp lea add push xor pop ret,1
and nop jmp xor ret nop jmp pop sub mov jmp,1
mov jmp lea lea jmp call add xor or,1
mov push cmp and sub call call add mov,0
cmp sub ret sub jmp cmp ret cmp and ret cmp nop pop and pop,1
call or call jmp sub jmp ret and cmp and call and add mov,0
cmp nop mov nop pop lea ret lea ret mov pop push ret lea add sub ret or,1
jmp xor jmp or push or nop xor push sub ret nop cmp and ret lea nop nop,1
cmp sub and pop jmp and lea pop and sub call ret pop mov call ret xor jmp push mov,1
cmp lea call mov and sub,1
or cmp jmp mov and ret lea jmp and sub ret cmp nop mov ret sub add and ret call,1
xor cmp lea call nop cmp add sub sub and jmp nop jmp xor xor and cmp,1
lea add and jmp or mov xor or,1
pop sub xor nop or lea sub ret call,1
push lea sub and mov cmp ret,0
xor push xor jmp nop and pop xor pop sub sub,0
mov cmp sub push pop call or cmp and mov xor and nop add sub lea,1
ret xor cmp ret pop call sub,1
cmp nop or push ret and ret xor xor mov cmp sub,0
xor ret xor nop add push sub add or jmp mov nop jmp sub,1
ret add xor and and sub add jmp push lea or nop or cmp and jmp pop push mov,1
push jmp push ret jmp lea lea cmp add lea lea or ret pop,1
and and mov mov and and nop jmp sub nop,0
and ret mov jmp and or or lea push mov add lea nop pop jmp add xor push sub jmp,0
lea jmp ret sub mov mov cmp jmp,1
lea lea nop sub cmp sub mov xor add nop xor xor nop or sub,0
mov mov ret pop mov sub ret sub ret lea mov jmp ret pop push,1
mov sub and or lea cmp push lea xor cmp cmp xor,1
push mov nop sub pop lea jmp add add,0
ret nop jmp push lea call,1
pop add mov xor mov lea lea push sub,0
pop xor and or cmp pop nop ret,0
xor xor ret add or nop call lea nop xor and and ret xor push call add and,0
pop or xor mov or call add pop call lea lea nop xor nop,1
mov lea sub xor cmp add,1
add cmp jmp cmp sub lea call xor or mov cmp or mov or mov,0
push pop pop or pop ret ret ret or jmp jmp cmp,1
push push or jmp jmp sub mov call or or lea xor ret or,0
sub cmp ret or ret add call cmp cmp push cmp pop jmp,0
mov or pop cmp nop pop or pop and ret sub jmp and or mov and mov,1
add xor add mov call push push,1
mov jmp sub pop mov pop ret lea,1
lea xor ret sub cmp pop cmp or ret add or nop,1
pop push and cmp and jmp add,0
nop or or call jmp nop nop cmp mov or ret,1
and mov or ret nop sub pop mov or and,1
push lea nop sub or lea pop and lea lea xor,1
sub call add nop cmp call add ret xor add ret,0
mov push lea sub add lea cmp call call ret xor,1
and lea mov sub sub and nop call or add mov push xor or mov ret xor sub,0
nop pop xor and ret sub push and sub add and mov mov and sub nop xor cmp pop,0
nop jmp jmp sub and call jmp add pop xor nop pop pop jmp,1
nop ret lea mov add push or or push or jmp sub xor,0
lea ret and jmp nop cmp xor call sub call mov nop xor call add or jmp nop lea,0
and sub ret add lea cmp sub pop,1
cmp mov ret call lea nop cmp or jmp xor sub or and xor and pop or call pop,1
sub push jmp call nop mov,1
mov cmp and or sub nop sub,0
lea nop push jmp nop cmp xor ret sub sub or xor or pop push lea mov xor push,0
and pop push ret call lea pop ret and add and call xor,0
xor mov pop push pop xor jmp pop mov,0
sub sub jmp push cmp ret,0
add pop and jmp cmp jmp xor cmp cmp sub nop cmp,1
cmp cmp ret jmp mov ret xor,1
add mov or xor jmp xor lea or ret pop call sub cmp jmp or xor,1
or mov cmp add cmp sub nop call push pop and xor and,1
lea xor sub sub mov ret sub sub nop,1
or and mov mov call add add add ret xor and xor xor jmp lea xor,0
ret call or or lea nop xor jmp sub lea jmp pop,0
add pop push sub or lea call call or or add xor jmp ret or call add push lea,0
add sub xor nop lea add push pop and jmp ret lea or xor ret and nop xor pop,0
jmp push call mov add sub nop sub mov or,0
sub mov pop jmp nop jmp xor lea cmp push,1
nop and xor call nop lea ret mov xor add xor,1
add lea and pop mov add jmp ret or nop xor xor mov lea cmp nop sub,1
and mov push ret xor cmp nop call sub and nop call and ret jmp ret add or jmp,1
nop jmp sub add sub ret call call pop,0
and pop sub jmp call nop pop mov add nop add or xor pop and,1
jmp sub xor cmp and ret nop jmp sub nop call ret ret or xor push pop,0
xor xor lea pop add nop and add ret lea call,1
cmp xor lea nop and call,0
jmp pop cmp cmp sub or nop or jmp and jmp or,1
or jmp add call lea push,0
nop sub sub call jmp add pop,1
xor sub sub call or xor ret nop add pop push jmp lea pop nop call,0
add ret sub ret and jmp cmp cmp push,0
ret push nop call and mov,0
nop jmp push lea sub pop mov,1
or cmp add ret or jmp mov mov pop pop or cmp cmp,1
sub lea mov jmp ret pop lea and jmp push add push,1
xor cmp call or xor push cmp,1
sub cmp xor mov push nop lea xor jmp sub cmp sub jmp mov or add or and mov cmp,0
nop and jmp and or sub,0
jmp ret or sub mov ret nop push or and sub call pop mov cmp cmp lea cmp xor,0
sub mov lea lea nop cmp add,0
call add xor pop lea xor push and nop lea,0
nop pop lea pop jmp add add sub sub,1
jmp add sub sub sub jmp push lea pop pop sub and or jmp add pop cmp,1
xor cmp nop call nop pop ret call mov call call and push pop jmp,1
and mov mov or ret sub push jmp add and mov jmp,0
pop pop cmp sub mov cmp and pop push pop,0
sub call or sub call and,1
or add pop sub lea jmp,0
mov nop lea call sub add sub pop pop,0
xor push call cmp pop or and call push nop or lea nop xor jmp sub cmp jmp,0
xor add or cmp and call call call or cmp,1
or sub nop jmp xor call xor and cmp mov or call nop call and nop jmp nop,1
sub lea sub xor xor ret ret pop call or lea,0
nop add sub or nop mov jmp add,0
sub mov cmp push pop add or sub nop xor sub cmp sub cmp pop push,0
push push pop ret pop and,1
xor ret pop jmp call push sub xor mov push and jmp sub pop pop nop,1
or or call sub mov pop push call call or jmp ret call xor,0
mov cmp ret xor and jmp call or xor ret,1
xor ret push or and call xor push lea nop mov add call call,0
jmp pop ret and call cmp or call and mov pop pop and push call call,1
xor mov or or ret xor xor lea,1
lea jmp mov xor add nop sub cmp pop or xor,1
push lea ret sub lea call mov nop pop xor mov,1
mov pop cmp mov pop cmp,0
sub sub push cmp cmp ret mov pop,0
add push xor xor add cmp jmp add cmp and xor cmp ret nop,1
mov pop call mov xor and add lea call,0
push nop pop ret nop sub sub sub ret sub or mov lea cmp,1
call lea xor pop jmp pop mov push,0
ret add call jmp pop and,1
xor nop cmp lea cmp xor or mov call pop or and sub call xor sub push and ret,0
pop call lea nop lea xor ret push nop pop nop lea ret xor add lea call cmp call,1
or pop sub xor jmp pop xor mov sub cmp xor sub xor and nop and mov lea,1
add jmp pop ret cmp or mov,1
lea ret and mov sub or lea and nop or and sub jmp pop mov call call sub push push,1
lea and sub lea nop cmp nop jmp xor ret push xor cmp and,1
call or ret nop jmp mov pop nop push push cmp pop sub ret mov lea,1
xor pop and or call call add ret or lea call and xor call pop add call mov xor lea,0
push xor or pop ret call add add jmp ret,0
cmp add and push lea and,0
add or call call push and pop pop xor,1
ret mov cmp nop jmp sub pop pop call nop add and jmp xor,0
and cmp mov call add xor cmp sub,0
nop and cmp mov ret add add and ret xor push,0
or mov lea pop call mov or,1
cmp or add nop or cmp lea sub lea xor sub add sub ret cmp,1
nop cmp cmp ret call cmp add ret pop add,0
mov call lea ret mov or push pop call,1
push and and nop nop call sub jmp mov cmp cmp add and jmp pop mov,0
sub nop cmp lea jmp call mov xor nop or and call sub xor and,1
call sub ret and mov nop ret nop jmp ret and cmp sub mov cmp jmp jmp or,0
xor ret nop ret ret nop xor,1
sub and add push lea jmp mov sub or call,0
or sub cmp or and pop and lea push lea xor and ret push cmp mov cmp cmp jmp,1
lea xor lea sub jmp nop,1
and cmp sub or lea add and sub and sub call xor nop nop,1
jmp call ret lea ret and sub ret and push ret nop cmp pop nop call sub,1
and ret push lea lea cmp push ret cmp and mov ret ret,0
sub jmp lea pop ret lea call push xor mov lea lea sub ret ret call sub,0
and or cmp and lea mov call add xor cmp and,0
ret call ret call pop ret push mov ret or jmp ret,0
nop ret nop add call or ret ret xor call pop call push or add nop pop,0
cmp xor ret and and and nop nop or jmp or push call pop xor jmp,1
or mov or ret mov pop pop call and lea pop push jmp jmp ret jmp and xor,1
call ret push and add and sub and add ret,0
xor or add lea or call cmp jmp jmp and cmp,0
call mov jmp sub and call,1
push ret push xor and mov and cmp pop,0
jmp nop mov lea lea or jmp and pop call sub cmp sub nop ret,0
mov or lea lea ret mov push push or nop xor sub jmp xor xor jmp jmp sub ret,0
call call sub pop add cmp ret jmp call ret lea sub add add jmp nop push lea,1
or nop xor and lea push xor mov pop lea push lea jmp cmp or and,1
xor pop call xor jmp push pop jmp nop jmp mov push lea sub push or push or add,1
push pop xor call mov or lea ret nop jmp call sub add,0
or ret and cmp and push call add lea jmp nop nop,0
add pop pop sub cmp xor or add ret xor nop and lea call ret cmp call mov sub,1
and and nop pop call jmp and mov and cmp xor and cmp xor push,1
call nop sub call cmp cmp add or mov push xor or jmp pop jmp and add xor,1
call push nop or mov ret or nop xor add cmp,1
and jmp or or ret ret sub cmp push lea cmp mov add nop and sub,1
call push call jmp pop mov add mov and mov add,0
sub pop cmp add sub push call add,0
xor xor pop sub sub ret push pop call mov xor pop nop nop,0
ret sub nop jmp add or lea,1
cmp ret xor xor or sub nop cmp xor nop xor push,0
add push or cmp mov call call call nop lea cmp xor mov add nop call,1
push push add lea sub and and cmp cmp ret,1
mov cmp xor jmp pop sub or jmp,0
pop ret push lea and jmp or,0
lea nop jmp ret push xor cmp call cmp lea,0
